district,elevation,monthly_rainfall_mm,avg_temp_c,soil_nitrogen,soil_phosphorus,soil_potassium,soil_ph,fertilizer_type,drainage_quality,yield_mt_per_hec,recorded_date
Galle,Low,284.0,28.2,35.6,22.6,48.1,4.9,Combo,Poor,0.777,1940-03-26
Kandy,Mid,232.4,23.8,58.0,13.2,25.3,5.2,Combo,Good,1.189,1940-02-25
Badulla,High,224.9,16.5,68.5,37.9,54.1,4.8,Combo,Good,1.543,1940-01-26
Kalutara,Low,222.6,26.9,62.8,19.2,21.6,4.5,Organic,Poor,0.881,1939-12-27
Matale,Mid,147.6,26.8,60.9,26.7,51.3,5.5,Combo,Fair,1.279,1939-11-27
Nuwara Eliya,High,249.8,15.5,26.0,24.3,59.3,4.9,Combo,Good,0.787,1939-10-28
Ratnapura,Low,183.8,26.8,64.3,16.7,39.8,5.3,Chemical,Poor,1.192,1939-09-28
Ratnapura,Low,167.0,32.9,64.0,32.9,19.3,5.1,Organic,Good,0.715,1939-08-29
Ratnapura,Low,279.5,29.1,40.9,12.6,52.6,4.9,Chemical,Fair,0.709,1939-07-30
Kegalle,Mid,214.1,29.6,58.4,17.7,30.9,5.2,Organic,Good,0.797,1939-06-30
Nuwara Eliya,High,258.4,18.5,75.7,35.8,54.6,4.9,Combo,Fair,1.607,1939-05-31
Matale,Mid,167.1,29.0,76.9,10.5,29.7,5.5,Chemical,Good,1.111,1939-05-01
Kandy,Mid,228.6,22.5,66.7,39.3,53.0,5.2,Combo,Fair,1.824,1939-04-01
Nuwara Eliya,High,125.7,15.8,55.2,29.0,20.3,4.7,Chemical,Fair,0.864,1939-03-02
Kandy,Mid,255.3,26.9,58.9,11.1,28.4,5.4,Chemical,Fair,0.92,1939-01-31
Nuwara Eliya,High,293.2,18.0,28.1,22.9,58.2,5.0,Chemical,Poor,0.712,1939-01-01
Kegalle,Mid,189.3,30.0,66.6,26.3,44.7,4.7,Chemical,Fair,1.18,1938-12-02
Kandy,Mid,137.0,26.8,55.6,33.2,23.4,5.3,Organic,Fair,0.815,1938-11-02
Galle,Low,140.0,33.5,29.0,32.1,25.6,5.2,Organic,Good,0.41,1938-10-03
Nuwara Eliya,High,201.3,18.4,51.0,10.7,42.3,4.8,Organic,Fair,0.887,1938-09-03
Kalutara,Low,286.0,24.7,71.9,18.0,49.6,4.7,Organic,Good,0.985,1938-08-04
Badulla,High,174.5,15.1,51.9,38.1,51.5,5.2,Chemical,Fair,1.137,1938-07-05
Nuwara Eliya,High,228.1,11.3,46.0,37.3,18.2,4.7,Chemical,Good,0.74,1938-06-05
Kalutara,Low,307.9,23.6,35.6,20.1,49.8,4.7,Chemical,Poor,0.774,1938-05-06
Matale,Mid,244.9,26.5,36.1,34.6,29.8,5.5,Organic,Fair,0.699,1938-04-06
Kandy,Mid,128.1,27.8,47.0,37.1,50.1,5.5,Chemical,Good,0.971,1938-03-07
Galle,Low,289.4,25.6,50.7,24.4,40.9,4.8,Combo,Fair,0.998,1938-02-05
Kegalle,Mid,135.2,25.4,31.8,28.1,57.5,5.3,Organic,Fair,0.714,1938-01-06
Nuwara Eliya,High,190.8,17.0,70.5,31.4,19.4,4.8,Combo,Poor,1.423,1937-12-07
Kegalle,Mid,284.5,30.3,78.7,17.6,28.1,5.0,Organic,Fair,0.777,1937-11-07
Kalutara,Low,257.0,30.5,33.8,19.9,45.8,4.5,Organic,Poor,0.529,1937-10-08
Matale,Mid,202.2,29.2,57.3,36.1,41.5,5.2,Organic,Fair,0.982,1937-09-08
Kalutara,Low,299.9,23.6,54.7,35.5,15.6,4.7,Organic,Fair,0.793,1937-08-09
Nuwara Eliya,High,178.9,12.4,64.2,39.1,39.4,4.6,Chemical,Poor,1.1,1937-07-10
Badulla,High,118.1,24.3,40.5,31.9,43.7,5.2,Chemical,Good,0.932,1937-06-10
Galle,Low,138.3,33.0,48.9,32.7,31.8,4.9,Chemical,Good,0.714,1937-05-11
Galle,Low,178.0,26.8,68.3,10.5,57.4,4.8,Combo,Poor,1.378,1937-04-11
Kalutara,Low,168.7,29.3,38.2,22.7,32.1,4.5,Combo,Poor,0.815,1937-03-12
Kandy,Mid,116.8,23.2,31.3,19.9,29.0,5.1,Organic,Poor,0.561,1937-02-10
Kegalle,Mid,123.2,25.9,53.5,22.0,20.7,5.1,Chemical,Poor,0.862,1937-01-11
Nuwara Eliya,High,162.7,16.5,39.3,26.5,56.5,4.9,Combo,Good,1.031,1936-12-12
Badulla,High,242.3,24.3,30.0,26.8,30.0,5.1,Combo,Fair,0.866,1936-11-12
Galle,Low,298.0,25.5,71.1,21.4,44.3,5.1,Combo,Fair,1.219,1936-10-13
Badulla,High,146.4,22.5,24.2,33.4,24.6,4.8,Chemical,Poor,0.756,1936-09-13
Kandy,Mid,99.7,19.6,34.0,24.0,54.7,5.0,Chemical,Poor,0.802,1936-08-14
Matale,Mid,166.6,26.9,23.6,34.1,44.8,5.3,Chemical,Fair,0.776,1936-07-15
Nuwara Eliya,High,202.3,18.1,64.4,16.6,42.6,4.9,Combo,Fair,1.426,1936-06-15
Badulla,High,65.8,18.0,38.8,37.9,17.2,4.7,Chemical,Poor,0.655,1936-05-16
Kandy,Mid,260.0,23.0,31.5,12.4,46.7,5.3,Organic,Fair,0.644,1936-04-16
Kegalle,Mid,144.7,27.4,61.5,27.2,18.5,5.1,Chemical,Good,0.994,1936-03-17
Kandy,Mid,226.5,25.8,42.7,30.7,19.7,5.1,Organic,Fair,0.757,1936-02-16
Nuwara Eliya,High,200.6,19.0,20.2,18.9,39.6,5.1,Chemical,Poor,0.71,1936-01-17
Galle,Low,281.3,27.3,63.1,29.7,25.4,4.9,Organic,Good,0.801,1935-12-18
Nuwara Eliya,High,150.3,13.5,59.9,10.3,34.7,4.7,Organic,Good,0.676,1935-11-18
Ratnapura,Low,231.1,32.4,55.6,12.4,40.5,5.3,Chemical,Good,0.781,1935-10-19
Nuwara Eliya,High,279.1,14.4,52.5,15.7,20.0,4.8,Chemical,Poor,0.686,1935-09-19
Kalutara,Low,186.8,28.0,52.4,30.9,54.7,4.8,Organic,Good,0.96,1935-08-20
Kegalle,Mid,183.9,25.9,35.2,26.0,21.2,5.1,Chemical,Fair,0.815,1935-07-21
Kegalle,Mid,248.6,29.9,41.9,30.9,53.0,4.7,Chemical,Poor,0.864,1935-06-21
Galle,Low,268.5,30.7,41.3,23.1,31.4,5.4,Chemical,Poor,0.664,1935-05-22
Galle,Low,243.8,30.1,24.2,27.1,55.8,4.9,Chemical,Poor,0.675,1935-04-22
Nuwara Eliya,High,193.5,20.1,59.8,14.3,48.0,4.8,Combo,Fair,1.464,1935-03-23
Galle,Low,183.4,27.5,50.4,28.3,41.0,5.0,Chemical,Fair,1.09,1935-02-21
Matale,Mid,233.5,21.2,74.8,35.8,37.9,5.5,Organic,Good,1.344,1935-01-22
Kandy,Mid,257.5,24.4,51.1,12.2,33.6,5.0,Chemical,Poor,0.93,1934-12-23
Kandy,Mid,204.1,19.5,41.2,37.4,56.2,5.2,Combo,Good,1.417,1934-11-23
Kalutara,Low,317.6,23.3,61.0,18.6,47.6,4.8,Chemical,Poor,1.008,1934-10-24
Ratnapura,Low,346.3,25.2,26.9,26.2,30.3,4.9,Combo,Poor,0.558,1934-09-24
Kalutara,Low,154.4,24.7,62.8,30.6,51.1,4.6,Organic,Fair,1.094,1934-08-25
Galle,Low,243.8,27.9,28.7,24.6,25.8,5.0,Chemical,Fair,0.628,1934-07-26
Kegalle,Mid,107.5,28.7,75.3,10.8,20.4,5.1,Chemical,Fair,0.888,1934-06-26
Badulla,High,126.4,18.1,52.6,36.6,43.1,4.7,Combo,Poor,1.168,1934-05-27
Kalutara,Low,310.4,24.9,33.7,27.9,22.1,4.8,Chemical,Poor,0.634,1934-04-27
Kandy,Mid,108.6,21.6,58.2,26.3,24.8,5.0,Organic,Fair,0.855,1934-03-28
Matale,Mid,209.0,20.9,31.3,30.3,27.6,5.3,Chemical,Fair,0.943,1934-02-26
Kandy,Mid,172.2,22.8,47.8,16.4,50.2,4.9,Combo,Poor,1.264,1934-01-27
Kalutara,Low,240.2,32.6,58.2,37.6,25.8,4.9,Chemical,Good,0.87,1933-12-28
Ratnapura,Low,256.9,26.7,48.1,35.2,37.8,4.8,Chemical,Good,1.011,1933-11-28
Ratnapura,Low,288.8,24.7,65.8,10.9,38.9,5.1,Organic,Fair,0.843,1933-10-29
Ratnapura,Low,157.9,25.0,22.7,37.6,56.5,5.1,Chemical,Fair,0.905,1933-09-29
Matale,Mid,103.4,23.5,77.8,30.2,46.4,5.1,Combo,Fair,1.479,1933-08-30
Kalutara,Low,194.5,28.4,41.1,28.3,24.0,4.9,Chemical,Fair,0.859,1933-07-31
Matale,Mid,146.4,22.7,42.1,10.7,28.4,5.5,Combo,Good,0.918,1933-07-01
Ratnapura,Low,196.9,26.3,67.0,30.2,50.7,4.7,Combo,Good,1.595,1933-06-01
Nuwara Eliya,High,299.7,11.5,46.7,27.3,59.2,4.5,Combo,Good,0.758,1933-05-02
Kandy,Mid,195.5,24.8,55.8,14.1,34.3,4.9,Organic,Fair,0.944,1933-04-02
Matale,Mid,171.0,22.7,32.7,24.6,48.5,5.1,Chemical,Poor,1.005,1933-03-03
Nuwara Eliya,High,180.6,17.6,54.2,36.2,40.8,4.6,Chemical,Fair,1.238,1933-02-01
Kalutara,Low,225.7,23.5,78.9,24.2,55.7,5.0,Combo,Good,1.868,1933-01-02
Badulla,High,167.8,20.2,30.9,37.8,55.3,4.7,Chemical,Good,1.081,1932-12-03
Galle,Low,299.8,28.8,34.0,36.1,57.1,5.0,Combo,Poor,0.814,1932-11-03
Galle,Low,188.1,32.2,53.1,26.2,36.0,5.4,Chemical,Fair,0.884,1932-10-04
Kandy,Mid,124.7,27.9,32.8,14.7,48.0,5.5,Chemical,Poor,0.654,1932-09-04
Kegalle,Mid,180.7,23.0,79.7,12.2,49.4,5.1,Chemical,Good,1.608,1932-08-05
Ratnapura,Low,224.1,32.0,48.0,30.9,50.0,5.3,Chemical,Poor,0.89,1932-07-06
Kegalle,Mid,120.8,24.9,62.9,15.2,38.0,5.2,Chemical,Good,1.04,1932-06-06
Badulla,High,180.2,21.8,40.9,24.6,25.7,5.2,Combo,Good,1.13,1932-05-07
Matale,Mid,160.2,27.0,38.0,16.9,42.1,5.5,Combo,Fair,0.882,1932-04-07
Ratnapura,Low,339.8,30.8,51.9,23.3,29.8,5.0,Organic,Good,0.479,1932-03-08
Kegalle,Mid,264.1,30.1,74.1,24.5,34.5,5.2,Chemical,Good,1.042,1932-02-07
Kalutara,Low,232.5,26.3,50.9,18.9,49.7,4.6,Organic,Good,0.878,1932-01-08
Kegalle,Mid,100.5,25.4,38.2,34.7,16.7,5.3,Chemical,Fair,0.719,1931-12-09
Kalutara,Low,321.7,30.2,21.8,12.8,20.4,4.4,Organic,Fair,0.256,1931-11-09
Kandy,Mid,144.9,22.5,39.0,18.9,30.7,5.2,Organic,Good,0.72,1931-10-10
Badulla,High,186.5,24.0,29.0,14.2,27.2,4.8,Combo,Good,0.779,1931-09-10
Matale,Mid,134.3,25.6,58.0,11.9,44.3,5.4,Combo,Fair,1.102,1931-08-11
Ratnapura,Low,212.4,24.6,55.8,21.7,38.7,5.1,Combo,Fair,1.354,1931-07-12
Nuwara Eliya,High,297.4,14.3,41.5,35.5,57.1,4.8,Organic,Fair,0.65,1931-06-12
Badulla,High,230.6,15.8,21.1,33.5,40.6,5.2,Organic,Fair,0.569,1931-05-13
Matale,Mid,131.8,25.3,44.0,17.2,40.8,5.2,Organic,Fair,0.708,1931-04-13
Galle,Low,289.7,25.4,54.9,27.1,49.1,5.2,Combo,Fair,1.132,1931-03-14
Matale,Mid,225.1,24.7,43.3,38.5,32.8,5.0,Combo,Good,1.213,1931-02-12
Kalutara,Low,248.0,26.5,64.6,34.8,54.2,4.8,Organic,Fair,1.083,1931-01-13
Kandy,Mid,137.3,19.3,75.7,36.5,26.1,5.0,Chemical,Good,1.365,1930-12-14
Badulla,High,53.1,21.9,21.7,15.9,59.8,5.0,Combo,Fair,0.628,1930-11-14
Nuwara Eliya,High,259.7,18.7,52.1,25.3,21.7,4.7,Combo,Fair,1.026,1930-10-15
Badulla,High,151.4,17.9,73.5,22.6,29.5,4.6,Organic,Good,1.003,1930-09-15
Kegalle,Mid,192.2,21.1,26.7,13.1,58.2,5.2,Combo,Good,0.994,1930-08-16
Kalutara,Low,276.5,31.5,74.6,11.5,25.8,4.4,Combo,Good,0.915,1930-07-17
Ratnapura,Low,218.5,26.6,66.4,11.0,33.2,5.1,Chemical,Good,1.145,1930-06-17
Kalutara,Low,266.7,25.4,20.5,39.1,55.5,4.7,Organic,Poor,0.661,1930-05-18
Badulla,High,115.7,21.3,45.4,34.1,20.3,4.8,Organic,Poor,0.768,1930-04-18
Nuwara Eliya,High,278.3,12.6,25.9,12.6,27.9,4.9,Combo,Poor,0.446,1930-03-19
Galle,Low,227.7,33.7,59.4,33.9,18.5,4.9,Chemical,Fair,0.819,1930-02-17
Matale,Mid,177.6,26.9,26.7,32.2,29.7,5.0,Chemical,Poor,0.755,1930-01-18
Ratnapura,Low,281.1,28.3,70.8,30.2,34.1,4.7,Combo,Good,1.168,1929-12-19
Matale,Mid,159.3,24.6,31.1,31.8,18.4,5.0,Combo,Poor,0.848,1929-11-19
Nuwara Eliya,High,183.4,16.1,58.8,25.8,55.2,4.9,Organic,Good,0.997,1929-10-20
Galle,Low,204.0,32.0,69.8,14.0,27.5,4.9,Combo,Fair,1.062,1929-09-20
Ratnapura,Low,174.1,29.4,66.7,34.6,27.4,4.8,Chemical,Good,1.143,1929-08-21
Badulla,High,104.6,21.5,71.8,17.3,42.3,4.7,Combo,Fair,1.326,1929-07-22
Ratnapura,Low,227.8,27.1,72.2,19.0,59.3,5.0,Combo,Good,1.492,1929-06-22
Kegalle,Mid,196.1,28.5,55.8,21.8,59.3,4.8,Organic,Good,0.972,1929-05-23
Kegalle,Mid,121.1,28.0,73.6,19.9,33.7,5.1,Combo,Good,1.146,1929-04-23
Galle,Low,190.2,30.0,76.8,39.6,24.3,5.1,Combo,Poor,1.407,1929-03-24
Kalutara,Low,148.2,26.6,64.1,29.5,40.6,4.8,Organic,Fair,0.98,1929-02-22
Matale,Mid,172.9,22.4,73.1,31.8,34.1,5.4,Organic,Good,1.324,1929-01-23
Kegalle,Mid,278.4,23.3,20.8,24.7,51.4,4.9,Organic,Fair,0.587,1928-12-24
Badulla,High,56.9,21.1,68.9,18.1,16.8,5.1,Combo,Poor,0.975,1928-11-24
Nuwara Eliya,High,122.7,16.1,28.8,15.6,56.4,4.6,Organic,Poor,0.531,1928-10-25
Nuwara Eliya,High,163.8,16.4,77.2,21.0,31.1,4.5,Organic,Fair,1.02,1928-09-25
Kegalle,Mid,263.6,30.8,27.3,38.3,20.6,4.8,Combo,Poor,0.626,1928-08-26
Galle,Low,122.5,29.5,29.0,20.1,39.6,4.8,Chemical,Poor,0.571,1928-07-27
Ratnapura,Low,348.5,32.8,38.1,26.9,43.7,5.1,Chemical,Fair,0.473,1928-06-27
Kegalle,Mid,103.7,24.2,63.3,37.0,36.4,5.1,Combo,Fair,1.279,1928-05-28
Galle,Low,269.4,24.1,20.5,28.7,17.2,5.0,Combo,Fair,0.616,1928-04-28
Nuwara Eliya,High,265.6,12.0,27.8,36.8,40.2,4.6,Combo,Fair,0.659,1928-03-29
Ratnapura,Low,275.5,28.6,50.4,26.2,55.2,4.7,Organic,Fair,0.752,1928-02-28
Nuwara Eliya,High,298.7,18.5,50.9,15.7,36.5,4.9,Organic,Poor,0.678,1928-01-29
Matale,Mid,227.7,26.6,60.9,18.2,38.9,5.0,Combo,Poor,1.232,1927-12-30
Ratnapura,Low,248.2,23.4,61.0,29.7,37.3,5.1,Organic,Poor,1.057,1927-11-30
Matale,Mid,234.2,27.4,30.0,32.1,52.1,5.0,Chemical,Poor,0.868,1927-10-31
Ratnapura,Low,316.8,28.8,52.0,11.2,36.9,5.0,Combo,Poor,0.73,1927-10-01
Badulla,High,81.2,22.5,53.8,15.5,30.1,5.1,Chemical,Poor,0.85,1927-09-01
Matale,Mid,187.8,25.6,78.4,20.9,36.5,5.3,Organic,Fair,1.209,1927-08-02
Kalutara,Low,308.3,28.6,68.1,33.1,15.8,4.7,Combo,Good,0.963,1927-07-03
Matale,Mid,126.9,28.8,79.3,20.8,29.6,5.1,Combo,Fair,1.178,1927-06-03
Kalutara,Low,337.6,29.8,46.9,17.2,30.8,4.7,Organic,Good,0.458,1927-05-04
Galle,Low,168.2,26.9,20.1,21.2,57.9,5.3,Chemical,Poor,0.718,1927-04-04
Kandy,Mid,150.6,23.8,58.9,21.7,40.7,5.1,Combo,Good,1.318,1927-03-05
Kandy,Mid,120.1,22.9,29.2,39.3,45.6,5.1,Combo,Good,0.99,1927-02-03
Kalutara,Low,193.5,29.2,39.1,12.6,50.9,4.9,Organic,Fair,0.677,1927-01-04
Matale,Mid,74.8,24.3,48.1,27.2,47.3,5.1,Combo,Fair,0.943,1926-12-05
Matale,Mid,121.7,27.3,29.0,14.4,17.0,5.1,Organic,Good,0.401,1926-11-05
Galle,Low,159.4,30.6,50.7,19.2,15.6,5.0,Chemical,Poor,0.722,1926-10-06
Badulla,High,242.0,16.0,58.7,31.9,47.9,5.1,Organic,Fair,0.929,1926-09-06
Ratnapura,Low,245.2,31.8,34.1,29.5,41.3,4.7,Combo,Fair,0.728,1926-08-07
Ratnapura,Low,186.4,23.1,55.1,32.8,17.0,5.0,Chemical,Fair,1.266,1926-07-08
Galle,Low,178.6,28.7,69.2,17.3,30.7,5.3,Combo,Fair,1.203,1926-06-08
Galle,Low,203.5,33.6,67.3,29.5,40.3,5.2,Combo,Fair,1.106,1926-05-09
Kalutara,Low,176.4,28.1,52.6,17.3,25.2,4.6,Combo,Good,0.991,1926-04-09
Nuwara Eliya,High,209.7,16.2,58.4,27.6,22.9,4.8,Chemical,Good,1.084,1926-03-10
Kalutara,Low,281.6,30.7,29.7,14.4,59.5,4.5,Combo,Good,0.636,1926-02-08
Kegalle,Mid,148.3,25.4,66.0,23.7,48.8,5.2,Chemical,Fair,1.266,1926-01-09
Ratnapura,Low,213.2,32.7,31.7,23.0,26.0,4.9,Organic,Good,0.466,1925-12-10
Kegalle,Mid,246.4,30.9,66.2,32.6,41.3,4.9,Organic,Fair,0.862,1925-11-10
Nuwara Eliya,High,293.5,16.6,30.7,34.3,32.3,5.0,Organic,Poor,0.542,1925-10-11
Badulla,High,105.8,21.8,46.1,25.8,32.2,4.8,Chemical,Poor,0.931,1925-09-11
Kandy,Mid,159.9,25.2,51.6,11.3,47.1,5.3,Organic,Good,0.831,1925-08-12
Badulla,High,202.4,23.2,31.5,23.6,23.0,5.0,Chemical,Poor,0.868,1925-07-13
Kalutara,Low,185.9,27.2,78.4,25.3,53.8,4.9,Chemical,Good,1.529,1925-06-13
Ratnapura,Low,245.3,32.0,30.1,28.9,25.9,5.1,Organic,Fair,0.459,1925-05-14
Badulla,High,59.4,16.1,34.4,13.8,19.3,4.9,Combo,Good,0.477,1925-04-14
Matale,Mid,196.6,27.7,22.8,23.8,54.6,5.2,Chemical,Fair,0.786,1925-03-15
Kegalle,Mid,254.5,26.9,34.2,35.8,37.4,5.0,Combo,Fair,0.926,1925-02-13
Matale,Mid,60.7,22.3,70.8,18.1,54.1,5.2,Chemical,Good,1.104,1925-01-14
Ratnapura,Low,255.5,30.8,22.0,16.7,59.0,5.2,Combo,Poor,0.608,1924-12-15
Matale,Mid,100.2,24.5,71.5,24.6,49.4,5.1,Organic,Poor,0.991,1924-11-15
Badulla,High,121.2,19.6,40.1,25.4,41.5,4.7,Organic,Good,0.715,1924-10-16
Nuwara Eliya,High,141.2,19.4,63.0,23.8,49.8,4.6,Chemical,Fair,1.249,1924-09-16
Nuwara Eliya,High,265.6,15.8,62.9,12.9,15.0,4.8,Combo,Poor,0.912,1924-08-17
Ratnapura,Low,194.5,28.3,66.6,30.6,48.6,4.8,Organic,Good,1.11,1924-07-18
Nuwara Eliya,High,200.5,15.8,54.4,36.1,56.8,4.6,Chemical,Poor,1.298,1924-06-18
Matale,Mid,110.8,27.4,43.1,22.8,32.7,5.3,Combo,Good,0.805,1924-05-19
Kandy,Mid,203.6,28.1,22.1,21.1,19.7,5.0,Chemical,Fair,0.556,1924-04-19
Ratnapura,Low,264.3,31.2,48.4,30.4,17.4,5.0,Chemical,Good,0.7,1924-03-20
Kegalle,Mid,104.2,21.5,79.8,37.1,18.6,4.9,Organic,Fair,1.093,1924-02-19
Galle,Low,293.0,28.3,57.1,11.4,47.0,4.8,Chemical,Fair,0.822,1924-01-20
Kalutara,Low,187.2,32.6,77.1,11.2,27.7,4.9,Chemical,Fair,0.973,1923-12-21
Badulla,High,215.8,19.8,72.6,27.4,49.1,5.1,Organic,Fair,1.315,1923-11-21
Galle,Low,151.5,24.5,38.5,27.5,43.6,5.0,Organic,Fair,0.789,1923-10-22
Matale,Mid,174.1,28.2,49.6,17.2,47.3,5.4,Organic,Fair,0.782,1923-09-22
Nuwara Eliya,High,187.6,17.3,64.7,18.4,58.0,4.6,Combo,Poor,1.444,1923-08-23
Kalutara,Low,173.5,32.6,54.0,25.4,55.6,4.8,Organic,Good,0.74,1923-07-24
Galle,Low,174.5,26.4,50.9,29.6,30.1,5.3,Combo,Good,1.156,1923-06-24
Galle,Low,260.8,32.7,72.2,14.9,25.6,5.2,Chemical,Good,0.822,1923-05-25
Nuwara Eliya,High,200.5,15.3,63.2,28.8,27.1,4.8,Organic,Poor,0.949,1923-04-25
Badulla,High,183.2,20.4,40.8,26.0,27.7,4.7,Organic,Fair,0.829,1923-03-26
Nuwara Eliya,High,192.7,16.9,50.3,19.7,47.0,4.7,Chemical,Fair,1.092,1923-02-24
Nuwara Eliya,High,251.8,15.5,59.2,33.8,38.3,5.0,Organic,Poor,0.881,1923-01-25
Ratnapura,Low,313.5,23.2,73.0,39.0,46.9,5.2,Organic,Fair,1.065,1922-12-26
Kandy,Mid,150.0,21.5,27.0,21.1,26.2,4.9,Chemical,Good,0.719,1922-11-26
Galle,Low,127.4,26.4,44.6,12.3,28.8,5.1,Organic,Fair,0.594,1922-10-27
Ratnapura,Low,339.1,23.7,79.6,12.7,38.9,5.3,Organic,Poor,0.847,1922-09-27
Kandy,Mid,139.4,22.2,42.5,25.5,28.1,5.2,Combo,Poor,1.052,1922-08-28
Badulla,High,157.2,17.0,48.5,12.7,42.4,5.1,Organic,Fair,0.731,1922-07-29
Ratnapura,Low,346.8,27.2,57.1,16.6,16.1,4.9,Organic,Fair,0.52,1922-06-29
Galle,Low,168.0,33.3,29.6,19.0,29.0,4.8,Organic,Good,0.406,1922-05-30
Kegalle,Mid,140.9,24.8,69.1,11.5,53.8,5.0,Combo,Good,1.354,1922-04-30
Badulla,High,59.5,17.5,42.7,29.0,30.1,5.0,Chemical,Fair,0.657,1922-03-31
Ratnapura,Low,261.7,25.0,31.0,22.9,33.0,5.1,Organic,Fair,0.596,1922-03-01
Nuwara Eliya,High,267.8,12.6,74.3,11.2,19.8,4.6,Organic,Fair,0.687,1922-01-30
Kalutara,Low,254.9,32.0,32.5,26.2,55.4,4.5,Combo,Fair,0.73,1921-12-31
Matale,Mid,128.7,25.4,79.6,37.0,27.4,5.1,Chemical,Good,1.353,1921-12-01
Badulla,High,55.7,21.9,39.7,38.0,53.0,4.9,Organic,Fair,0.719,1921-11-01
Galle,Low,215.1,29.2,51.9,35.8,32.6,4.9,Chemical,Poor,1.043,1921-10-02
Kalutara,Low,187.4,25.1,44.5,24.9,22.1,4.9,Chemical,Good,0.985,1921-09-02
Badulla,High,199.5,15.6,64.4,39.6,59.5,5.2,Combo,Good,1.59,1921-08-03
Galle,Low,219.2,30.0,56.2,22.7,33.9,5.3,Chemical,Good,0.967,1921-07-04
Kandy,Mid,84.6,19.2,67.7,10.6,54.6,5.2,Chemical,Fair,1.028,1921-06-04
Matale,Mid,101.7,25.3,78.6,21.8,49.0,5.1,Combo,Fair,1.331,1921-05-05
Kalutara,Low,231.4,25.8,44.3,23.5,56.8,4.9,Combo,Poor,1.185,1921-04-05
Badulla,High,221.0,21.8,75.5,35.3,41.1,4.8,Organic,Good,1.449,1921-03-06
Ratnapura,Low,280.2,24.7,47.3,30.0,38.5,5.0,Combo,Poor,1.064,1921-02-04
Galle,Low,156.7,24.9,61.1,14.1,27.3,5.3,Combo,Fair,1.163,1921-01-05
Galle,Low,255.9,25.9,33.8,36.1,51.1,5.2,Chemical,Fair,0.941,1920-12-06
Kalutara,Low,236.2,27.8,72.8,38.6,16.6,4.8,Organic,Poor,1.025,1920-11-06
Kandy,Mid,261.3,28.7,75.0,13.1,27.6,5.3,Organic,Good,0.825,1920-10-07
Kandy,Mid,270.6,25.2,75.0,20.3,26.4,5.2,Combo,Poor,1.294,1920-09-07
Kegalle,Mid,167.0,27.3,74.1,19.6,59.4,5.0,Organic,Poor,1.11,1920-08-08
Badulla,High,153.0,16.3,23.8,35.3,51.7,4.8,Combo,Good,0.844,1920-07-09
Ratnapura,Low,213.6,23.2,61.6,22.2,23.8,4.8,Combo,Fair,1.399,1920-06-09
Nuwara Eliya,High,190.1,13.4,37.4,17.6,23.1,4.9,Combo,Fair,0.723,1920-05-10
Nuwara Eliya,High,192.5,18.5,31.0,21.0,58.4,5.0,Chemical,Poor,0.958,1920-04-10
Matale,Mid,143.3,28.8,72.8,14.0,48.5,5.4,Combo,Poor,1.197,1920-03-11
Matale,Mid,254.7,23.6,49.5,34.9,31.4,5.5,Combo,Fair,1.233,1920-02-10
Ratnapura,Low,337.9,23.6,66.4,11.6,33.4,4.9,Combo,Poor,0.968,1920-01-11
Badulla,High,106.8,24.2,27.1,31.5,57.7,5.0,Combo,Fair,0.886,1919-12-12
Kegalle,Mid,284.9,24.0,44.5,29.4,33.0,5.2,Combo,Good,1.003,1919-11-12
Matale,Mid,196.0,21.2,43.9,35.2,53.9,5.1,Organic,Poor,1.137,1919-10-13
Kalutara,Low,175.5,24.2,47.7,25.9,38.7,4.4,Organic,Fair,0.935,1919-09-13
Nuwara Eliya,High,274.8,20.9,46.6,24.4,30.9,5.0,Chemical,Poor,0.954,1919-08-14
Ratnapura,Low,294.5,26.4,49.5,12.2,32.5,4.8,Combo,Good,0.817,1919-07-15
Matale,Mid,194.4,21.1,40.1,32.6,20.8,5.1,Chemical,Poor,1.084,1919-06-15
Matale,Mid,147.2,20.7,35.9,36.1,56.8,5.3,Chemical,Fair,1.101,1919-05-16
Nuwara Eliya,High,100.5,11.2,27.0,27.2,39.8,5.1,Combo,Poor,0.512,1919-04-16
Nuwara Eliya,High,155.7,16.5,41.7,29.0,46.7,4.6,Combo,Fair,1.026,1919-03-17
Matale,Mid,190.4,25.9,65.8,17.5,53.9,5.5,Organic,Poor,1.112,1919-02-15
Kandy,Mid,225.6,22.3,27.9,28.4,51.8,5.5,Organic,Poor,0.82,1919-01-16
Kalutara,Low,329.5,23.3,25.0,19.4,55.3,4.9,Organic,Fair,0.511,1918-12-17
Badulla,High,58.2,20.3,41.9,35.0,45.7,4.7,Organic,Fair,0.67,1918-11-17
Kegalle,Mid,212.2,23.6,71.5,30.9,52.2,5.0,Chemical,Good,1.691,1918-10-18
Kandy,Mid,253.5,22.6,65.9,19.9,24.3,5.2,Chemical,Good,1.223,1918-09-18
Kalutara,Low,233.8,27.6,35.4,10.5,32.8,4.7,Chemical,Poor,0.68,1918-08-19
Kandy,Mid,260.5,26.2,54.3,39.4,53.1,5.1,Organic,Fair,0.981,1918-07-20
Galle,Low,193.8,27.9,60.7,17.5,25.2,5.4,Combo,Fair,1.162,1918-06-20
Kandy,Mid,123.3,19.4,64.3,27.0,25.4,5.4,Combo,Fair,1.195,1918-05-21
